model_id,variant_id,group,auc,n_samples,n_cities,TP,FN,FP,TN,is_leaky,is_degenerate,modality,modality_family
D4_bda_min100,unet_size_sweep;min_area_m2=100,buildings_v2,,15,1,0,0,2,13,False,False,other,other
D4_bda_min20,unet_size_sweep;min_area_m2=20,buildings_v2,,15,1,0,0,0,15,False,True,other,other
D4_bda_min200,unet_size_sweep;min_area_m2=200,buildings_v2,,14,1,0,0,1,13,False,False,other,other
D4_bda_min50,unet_size_sweep;min_area_m2=50,buildings_v2,,15,1,0,0,0,15,False,True,other,other
D5a_xbd_zeroshot,unet_transfer;type=xbd_zero_shot;features=ms_post_rgb,buildings_v2,,15,1,0,0,13,2,False,False,other,other
D8a_rgb_scratch,unet_post_only;features=rgb;init=scratch,buildings_v2,,15,1,0,0,0,15,False,True,other,other
D8c_xbd_zeroshot_rgb,unet_transfer;type=xbd_zero_shot;features=rgb_post_only,buildings_v2,,15,1,0,0,13,2,False,False,other,other
d14a_twostream_attn_card_prepost,two_stream_attn;backbone=resnet34;modality=card_prepost;cached,buildings_v2,,662,1,0,0,0,662,False,True,other,other
d14a_twostream_attn_fusion_prepost,two_stream_attn;backbone=resnet34;modality=fusion_prepost;cached,buildings_v2,,662,1,0,0,5,657,False,False,other,other
d14a_twostream_attn_ms_prepost,two_stream_attn;backbone=resnet34;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,8,654,False,False,other,other
d14b_rescuenet_card_prepost,rescuenet_lite;backbone=resnet50;modality=card_prepost;cached,buildings_v2,,662,1,0,0,0,662,False,True,other,other
d14b_rescuenet_fusion_prepost,rescuenet_lite;backbone=resnet50;modality=fusion_prepost;cached,buildings_v2,,662,1,0,0,0,662,False,True,other,other
d14b_rescuenet_ms_prepost,rescuenet_lite;backbone=resnet50;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,0,662,False,True,other,other
d14c_twostream_attn_fusion_prepost_resnet34,two_stream_attn;backbone=resnet34;modality=fusion_prepost,buildings_v2,,662,1,0,0,11,651,False,False,other,other
d14c_twostream_attn_fusion_prepost_se_resnext50_32x4d,two_stream_attn;backbone=se_resnext50_32x4d;modality=fusion_prepost,buildings_v2,,662,1,0,0,7,655,False,False,other,other
d14c_twostream_attn_fusion_prepost_senet154,two_stream_attn;backbone=senet154;modality=fusion_prepost,buildings_v2,,662,1,0,0,14,648,False,False,other,other
d16_xbd_finetune_rescuenet_resnet50_ms_prepost,rescuenet_lite_xbd_finetuned;backbone=resnet50;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,0,662,False,True,other,other
d16_xbd_finetune_twostream_resnet34_ms_prepost,two_stream_attn_xbd_finetuned;backbone=resnet34;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,29,633,False,False,other,other
d16_xbd_finetune_twostream_se_resnext50_32x4d_ms_prepost,two_stream_attn_xbd_finetuned;backbone=se_resnext50_32x4d;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,24,638,False,False,other,other
d16_xbd_finetune_twostream_senet154_ms_prepost,two_stream_attn_xbd_finetuned;backbone=senet154;modality=ms_prepost;cached,buildings_v2,,662,1,0,0,28,634,False,False,other,other
